word,hiragana,katakana,JPDB_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ショップ,ショップ,ショップ,3436,2041,2418,1109,4754,2876,4170,4014,2712,4323,2091,1731,1167,2395,1820,3675,8463,-1,4305,784,8867,7042,4977,-1,-1,11188,-1,-1,7573,13056,12235,6803,8207,4452,5227,2120,14053,4515,13072,10441,10439,15055,2915,16270,1587,3253,4120,8411,3961,3755,4010,842,22077,10360,7340,407,5770,2680,5041,3471,2481,2698
メディア,メディア,メディア,3472,6453,7993,11364,2149,2876,4170,2391,4667,8262,13585,5139,3327,5029,8749,954,15725,-1,4029,1102,9276,4566,3654,-1,-1,15364,-1,-1,9662,18621,17454,15712,18226,4352,4209,1099,-1,616,14289,14822,8455,16019,1853,1147,3685,2301,3498,4000,3219,2870,3271,1974,10740,15777,4771,3189,4319,1410,13431,1458,866,1837
こく,こく,コク,3546,6881,5365,11364,7639,2876,4170,4014,4667,6699,6377,3399,11750,8574,5712,4203,8642,2519,19241,12286,11805,10295,5473,2583,11590,10240,6556,20065,2532,2896,2698,3488,7723,18370,22061,15769,5855,-1,4184,21159,6860,1126,9354,13539,6681,9473,9783,12301,9724,9763,9761,7786,3451,11784,10721,6236,21197,9897,5451,15916,18493,12249
きゅう,きゅう,キュウ,3583,11455,9191,11364,7639,2876,4170,4014,2712,8262,13585,11052,7431,10632,10747,6007,8485,121,2027,1418,2056,3459,5511,5631,24884,14622,821,597,311,24556,23014,14292,6516,311,330,16164,678,11710,3464,12856,9685,231,1805,3170,1095,2264,1035,1815,1695,2830,1676,22104,1150,19469,3627,1220,18628,11375,5541,7941,1092,10982
ニューヨーク,ニューヨーク,ニューヨーク,3639,4880,4679,4421,4754,2876,4170,4014,4667,2620,6377,6998,11750,4277,5712,710,5876,13899,5351,3522,3867,1756,-1,-1,-1,3676,13064,17765,4680,13064,12243,17067,-1,917,987,2509,-1,190,3755,12156,9712,6777,3275,7503,1975,3593,2356,8531,1902,4074,932,5190,5603,-1,1845,-1,5918,2156,-1,1015,2985,2505
ボード,ボード,ボード,3656,4252,4377,7212,2913,1259,1050,4014,1896,4862,8594,6998,3327,4277,4411,4859,15314,-1,10301,3385,17321,5803,4205,-1,-1,8386,-1,-1,6850,18040,16911,11779,22013,5278,5594,4479,-1,7238,15340,16811,5261,11988,5217,5232,4360,5428,5991,9466,1316,5841,5916,2951,17922,7498,6072,-1,8902,4056,12132,3674,2793,4392
ぎり,ぎり,ギリ,3668,3492,3028,5421,3549,2876,4170,4014,2712,1980,8594,5139,4541,4621,2912,11490,6599,1932,13918,9594,4717,5267,3717,4041,3817,4877,18157,19161,3480,24034,22531,18416,6396,4440,5102,11142,5677,-1,3871,14719,13370,4829,4829,3803,4715,5064,5658,9246,5534,5483,5578,10080,4905,17268,5483,7217,15665,9709,23806,20011,12648,12155
グリーン,グリーン,グリーン,3673,1822,1575,2034,7639,1733,620,4014,1168,3224,1274,2907,2095,2315,1569,2241,6010,-1,5925,3367,10258,3106,2365,-1,-1,5528,-1,-1,3800,7556,7071,16771,13217,1831,2081,4850,7974,851,5731,9256,5101,10140,4701,5393,3538,4941,5545,4274,5419,5365,5469,2269,11832,4560,3260,4016,5253,2678,12326,2052,5256,2712
ちゃ,ちゃ,チャ,3675,20704,25005,7212,7639,2876,4170,4014,4667,10817,13585,11052,11750,14238,21622,11733,149,497,2763,6135,380,246,419,9771,1287,482,1141,12901,450,295,274,314,168,217,226,1310,8274,8566,735,1840,254,487,4432,2430,842,4685,5310,9037,5182,5111,5239,1162,1861,19128,260,549,843,388,12359,3462,568,789
ブリッジ,ブリッジ,ブリッジ,3685,20704,17146,11364,7639,2876,4170,4014,4667,10817,13585,11052,11750,14238,21622,5550,7295,-1,18416,8345,11294,4114,3557,-1,-1,7190,-1,-1,8665,21309,19972,12873,24195,2877,3111,8605,16220,3489,8240,12961,7239,16322,10426,13610,7559,10530,10803,13113,10756,10795,10789,7173,22083,14757,4304,-1,7816,8499,15414,6353,3663,8100
デザイナー,デザイナー,デザイナー,3695,6881,7993,4421,7639,1733,4170,4014,4667,4862,8594,11052,4541,8574,5712,3607,6222,-1,12758,3321,5056,4314,3649,-1,-1,13416,-1,-1,9669,18071,16941,7006,10440,10794,10166,4838,-1,4013,13811,16971,3655,19682,6126,6817,4560,6319,6797,10004,6672,6689,6735,4161,19254,19531,4515,-1,3625,5164,13201,4246,6846,6813
テニス,テニス,テニス,3718,2090,1614,4421,4754,2876,4170,1705,1428,3517,1535,1313,3327,1879,2356,3073,5156,-1,9064,3977,12069,3869,3142,-1,-1,9367,-1,-1,6948,9317,8731,3439,10920,9147,10054,4390,-1,2032,12718,11827,8363,4520,1611,5350,883,2101,3375,5213,461,355,341,3489,4972,20000,4067,-1,8319,3672,10787,2365,6376,6769
ゆとり,ゆとり,ユトリ,3722,5383,6382,2894,7639,2876,1688,4014,4667,4862,3728,11052,7431,5523,5172,24396,9418,-1,8861,5888,6494,18568,17455,-1,17922,11095,9748,19146,8132,9748,9140,18401,17117,-1,-1,6625,-1,-1,11486,21416,19134,11673,5297,7149,3655,5506,6061,9511,5937,5915,5990,7168,7668,17057,19129,-1,14334,9627,12668,20992,18194,11427
てん,てん,テン,3768,2809,2107,11364,4754,2876,4170,4014,2712,2798,1344,6998,7431,3974,2188,7930,1764,257,364,22809,446,1942,3891,898,3992,7177,8330,6912,1688,8330,7794,6651,4064,18900,14000,6829,1762,5070,515,8479,2571,211,194,16015,406,1107,211,225,779,1130,782,12886,752,653,2049,2016,18466,1437,708,5512,5763,4782
うむ,うむ,ウム,3782,10047,10802,5421,7639,2876,2405,4014,4667,16460,4264,11052,11750,8574,10747,13451,1018,3571,14397,16687,397,2170,3050,820,3138,2361,935,2980,2063,935,868,2875,708,6296,6734,11012,5376,-1,395,1505,1265,1303,2102,19244,1161,2519,2136,5262,3375,3069,2527,8674,2025,2355,2274,7752,2380,8308,2137,9750,7531,13735
ダブル,ダブル,ダブル,3786,3704,3264,4421,4754,2876,4170,4014,2712,2435,8594,2540,7431,3722,3849,3470,2902,-1,7843,3825,7236,5533,3831,-1,-1,11182,-1,-1,7076,4191,3917,4958,14027,4511,4684,6098,-1,2862,14333,5172,5752,8678,5046,5397,4358,5266,1713,3484,2091,5679,5765,2250,12752,7552,5785,-1,8691,3821,7379,4320,3791,2100
マッチ,マッチ,マッチ,3792,10047,10802,5421,7639,2876,4170,4014,2712,16460,5138,11052,7431,14238,7428,2411,6202,10435,11507,3700,10143,5495,4108,-1,-1,5317,-1,-1,3972,5403,5044,4008,14868,6277,5432,4992,-1,6573,6099,8037,6723,9464,3071,1856,5313,3397,4222,8462,2267,3896,4135,3601,13172,9281,5736,-1,7698,3746,8833,1662,6968,4971
ばん,ばん,バン,3796,4442,4679,3701,3549,2876,4170,4014,2712,3517,8594,2907,5541,5523,3849,8411,4644,1185,1347,1381,990,3681,6121,1530,6277,7752,10443,8277,1812,10443,9790,7964,8542,465,500,8644,1300,21739,2376,5891,8441,302,7928,10345,6609,8073,8437,3044,8356,8407,8411,11275,1071,7786,3848,9788,23855,6901,7868,5703,20733,12511
フラッシュ,フラッシュ,フラッシュ,3832,5687,4377,11364,7639,2876,4170,4014,4667,2989,13585,5139,11750,3974,10747,8027,4860,-1,17064,5899,23137,5445,4442,-1,-1,13562,-1,-1,9505,8727,8168,8302,16364,2490,2381,7513,15775,5543,16068,11167,15871,23418,16303,10717,17095,16341,16496,17991,16482,16507,16508,4286,21304,11404,5676,-1,11562,5811,7834,6301,1239,4890
プレー,プレー,プレー,3866,5116,5828,3237,7639,1733,4170,1705,4667,16460,6377,4109,2677,4277,6427,858,4205,-1,4573,1303,10228,3160,2331,-1,-1,15541,-1,-1,5173,3238,3021,4579,22905,9013,7163,2557,-1,-1,16824,7300,3120,6494,3464,11364,1963,3771,4513,5451,4385,4238,1372,978,8772,3721,3358,-1,13688,4446,2330,2284,11739,6984
ほうほう,ほうほう,ホウホウ,3903,11455,25005,11364,2451,2876,4170,4014,4667,16460,13585,11052,3839,21702,7428,594,821,582,487,128,965,516,503,14518,521,861,24197,1276,600,703,650,1230,1194,321,361,332,948,7237,931,9430,11890,423,210,142,558,1113,299,959,286,1825,545,220,362,606,530,770,24527,357,879,721,305,10208
フライ,フライ,フライ,3969,3322,2722,7212,7639,1259,2405,4014,1896,1808,6377,6998,7431,3974,2912,3791,11203,-1,13848,10551,16100,6853,5359,-1,-1,13202,-1,-1,9741,11074,10392,8552,20090,5973,7297,7399,-1,3215,14145,11040,7828,8605,4201,2550,8548,4461,2450,8919,5000,4902,948,5875,14581,6886,7136,-1,13436,5715,10042,4682,20769,5642
ケーブル,ケーブル,ケーブル,4002,6881,6382,11364,3549,2876,4170,4014,4667,6699,4264,11052,5541,4621,14260,3315,20356,-1,7488,3084,18883,8306,6278,-1,-1,14846,-1,-1,10289,17298,16210,13665,19571,4396,4837,4578,21026,9699,16588,17870,14505,11328,4900,13255,2977,5127,5718,9278,5591,5549,5640,2533,11654,23407,8639,605,11859,4043,12810,3165,506,2198
パー,パー,パー,4046,2636,2647,2034,3549,2876,1688,1705,2712,2798,3262,2276,2677,2822,2450,7062,5225,-1,19177,20198,4804,4232,4163,-1,-1,12477,-1,-1,10465,6736,6300,5543,7051,10724,9568,2928,-1,5635,6464,16076,2466,12715,6724,3634,12196,6896,7334,3078,7225,7262,7290,7584,17984,7271,4436,-1,10242,3674,9801,3145,4204,5379
しも,しも,シモ,4062,5687,9191,3701,2913,1733,2405,4014,4667,5635,6377,11052,3327,4621,7428,3280,1747,2218,3675,2234,2470,5130,6224,810,6381,2951,4944,4309,1203,4944,4611,4154,5463,5088,5418,17871,-1,-1,3302,24044,3103,1191,1536,1092,2295,2042,1020,1448,1642,2625,1637,4766,1528,17619,5356,-1,2330,5892,22774,7331,7670,2876
グラム,グラム,グラム,4079,1240,3264,413,7639,2876,4170,4014,4667,3224,541,1486,2443,1355,1175,7526,12645,-1,2759,8566,12653,6327,5745,-1,5892,11982,10877,8233,8962,10877,10202,7920,24711,7814,9383,8212,-1,11902,11913,11905,-1,5216,1063,972,916,1661,475,7997,2817,2270,2856,7145,5835,10199,6583,-1,13338,8906,15814,10107,5391,3753
メロン,メロン,メロン,4083,2944,2647,2617,7639,2876,2405,4014,4667,2173,2939,2276,7431,3136,2743,13431,7230,-1,19988,9981,8571,10469,7427,-1,-1,17547,-1,-1,13908,11356,10652,5223,13175,12808,11522,12899,-1,12942,20237,13354,9104,22031,13148,12405,9029,13220,2980,15303,13394,13410,13421,5687,19382,11954,10893,-1,15687,8651,8456,10787,24630,4002
ガソリン,ガソリン,ガソリン,4131,3704,2919,7212,7639,2876,4170,4014,2712,16460,1401,5139,7431,3974,3619,4941,11905,-1,8635,5783,15167,6564,4471,-1,-1,9836,-1,-1,6363,10961,10285,12641,19714,2854,3080,6063,23002,14546,10580,17008,10299,8200,3603,11370,2058,3897,4623,8659,4500,4363,4550,4874,8950,18091,6831,-1,10038,6082,15410,7658,4492,5736
フィルム,フィルム,フィルム,4133,5687,6382,5421,4754,1259,4170,4014,4667,4862,5138,11052,3839,8574,4411,2535,8668,-1,7441,4252,12026,7723,6717,-1,-1,5929,-1,-1,4775,13152,12327,9623,14486,7663,3947,3973,-1,1314,6283,15413,13434,3312,5079,8033,3489,5299,1303,9382,5748,5710,5798,3407,3564,-1,8038,-1,9246,4688,10581,2628,2472,4801
がく,がく,ガク,4198,16266,13258,11364,7639,2876,4170,4014,4667,8262,13585,11052,11750,21702,10747,8641,19381,527,837,1241,3149,6334,8891,6398,2360,18964,16680,15360,22694,21391,20052,11817,13484,2592,3005,16677,2826,20886,1032,12092,19635,173,10890,6916,13361,10985,11236,13481,11204,11238,11241,658,502,16126,6591,10071,1087,13291,9619,7251,22055,19967
りん,りん,リン,4246,4114,4147,2894,7639,2876,4170,4014,4667,2173,13585,11052,3839,6269,3234,8452,2414,12529,16075,13167,10657,2482,5056,1607,5182,9255,6674,2916,3560,6674,6245,854,1836,24385,17360,5779,6661,6293,21944,19095,2157,478,16887,-1,12623,16918,17071,18506,2447,17074,17079,6730,1531,22219,2621,-1,7279,3048,8478,3893,6571,5157
ます,ます,マス,4332,40,44,36,26,24,46,44,62,35,62,51,27,40,42,1083,17,11297,23,8,77,19,18,22,19,26,26,24,41,26,23,21,30,10571,-1,16,1555,19190,24949,2715,2954,150,10,7,14,32,6,8,26,9,27,15,162,1642,19,14,26,21,1093,551,12,10
ウエスト,ウエスト,ウエスト,4427,8967,9191,7212,4754,2876,4170,4014,4667,16460,8594,3399,7431,5523,21622,6492,19293,-1,15411,6776,18621,7215,5622,-1,-1,14245,-1,-1,9252,13766,12907,7876,18476,4223,4600,11363,9145,2125,13138,18896,13943,13945,12871,11869,10557,12944,13153,15069,13126,13139,13149,3027,18312,14243,7516,-1,11730,6794,10974,4223,19085,8118
ホワイト,ホワイト,ホワイト,4518,3250,2647,4421,7639,2876,4170,4014,2712,2435,2692,5139,4541,3974,2743,2370,3503,-1,6982,3119,7502,3950,2690,-1,-1,11169,-1,-1,5661,5348,4992,4383,21381,1569,1767,4305,10942,583,8928,7566,9296,9793,3193,2652,2998,3513,4320,5405,4166,4001,4231,1499,22919,4552,4129,3265,6480,3054,9784,3259,975,2383
オール,オール,オール,4556,2809,2825,7212,1342,2876,2405,2391,2712,3860,2091,11052,1808,2144,4107,1402,3950,-1,8508,4141,9690,6537,4210,-1,-1,9249,-1,-1,4828,1077,999,8364,16346,3991,4278,6579,-1,918,7461,6309,501,11637,3906,3447,3419,4180,4866,8787,1975,4638,4806,2028,14727,5294,6799,-1,7168,3600,8289,3650,9179,5270
スタンド,スタンド,スタンド,4601,4442,4147,7212,2913,2876,4170,1118,2712,4323,4264,6998,7431,3486,6427,4783,2050,-1,9553,4445,16927,8000,5256,-1,-1,6529,-1,-1,4363,1474,1365,10577,18208,4912,5582,6291,-1,5575,7233,13091,1166,14731,6331,23444,3974,6516,6971,10133,6862,6884,6926,3115,24804,16767,8325,-1,8142,4133,9763,5707,3205,5082
みかん,みかん,ミカン,4612,8967,25005,11364,1910,2876,4170,4014,4667,16460,13585,11052,2976,5523,21622,22746,5752,5270,11869,10144,13148,5628,9303,-1,9544,14660,9315,7562,9877,9315,8729,7691,19917,20526,23882,9897,13861,19933,11598,15103,8192,13120,6153,10261,4217,6344,6822,5881,6697,6714,6759,4527,13883,13101,5875,-1,14801,8043,9633,14140,16240,6437
だん,だん,ダン,4705,20704,17146,11364,7639,2876,4170,4014,4667,10817,13585,11052,11750,21702,14260,6170,983,2517,2292,5762,3866,2519,10724,1824,11000,1816,22693,9950,1566,22693,21272,9574,8347,21593,1669,1554,16685,-1,3832,13706,1582,2162,21494,18210,17575,21502,21596,22655,21604,21607,21621,16764,2376,16649,2646,1632,21707,1643,17311,459,3957,10032
カラー,カラー,カラー,4719,1663,2647,1169,844,1733,4170,848,2712,1518,4264,6998,945,1477,1931,1984,9015,-1,3982,1405,11978,8055,6097,-1,-1,7531,-1,-1,5138,6670,6241,6496,17590,7822,10573,2900,-1,2086,8650,7372,8198,1061,3439,2841,3369,3747,4495,2914,4365,4214,4420,620,8993,10477,8371,-1,5754,1590,9886,1442,1346,984
おでん,おでん,オデン,4820,6059,4679,11364,7639,2876,4170,4014,4667,6699,5138,2907,11750,14238,4107,-1,7059,-1,24185,13171,8540,14109,11691,-1,11990,18028,5319,4973,12920,5319,4963,4794,13669,18266,23067,14190,-1,-1,24780,14692,12064,-1,17432,-1,12780,17462,17601,18983,17595,17605,17619,8339,21055,17452,14598,-1,22368,9307,11768,20097,19104,8702
ちく,ちく,チク,4847,20704,17146,11364,7639,2876,4170,4014,4667,16460,8594,11052,11750,14238,21622,354,7979,12537,2013,2143,3750,11385,3095,8019,23622,14932,4342,4813,3591,4342,4055,4638,6176,2389,2622,11174,11866,3141,4283,8236,7158,1150,2911,5731,1703,3249,2297,8408,3957,3752,4006,2935,3165,6425,11802,1740,5808,5685,16581,6714,2443,20956
あざ,あざ,アザ,4850,16266,17146,11364,4754,2876,4170,2391,4667,16460,8594,11052,11750,14238,14260,-1,8459,11753,-1,22206,4869,10926,12671,-1,7640,16972,10154,10011,3268,10154,9518,9633,18775,10943,12720,22809,-1,-1,6249,14554,11003,9770,9589,24128,9705,9706,10005,1623,9947,9986,9981,17042,3192,10419,11404,-1,11223,14947,6834,-1,5696,11092
さかい,さかい,サカイ,4854,20704,17146,11364,7639,2876,4170,4014,4667,16460,8594,11052,11750,21702,14260,17207,3085,1319,21059,9068,2431,9418,8847,1981,9074,5722,16590,15770,8981,16590,15538,15150,14021,19881,18323,8604,12153,3803,5603,9912,7750,5884,5802,18742,20884,6000,6504,2603,6373,6387,6447,15454,7211,7677,9797,7407,11513,11109,6330,17159,11117,10147
マラソン,マラソン,マラソン,4896,6059,4679,11364,7639,2876,4170,4014,4667,3224,8594,6998,11750,8574,4755,3975,14669,-1,14187,3625,11462,12277,9136,-1,-1,21497,-1,-1,15763,17068,15995,4332,16804,14766,11820,7380,18627,6654,23376,18005,11919,15382,3362,23201,1855,3676,4438,5431,4302,4148,4358,3748,17399,18391,12708,-1,15466,5072,10688,3923,6568,7001
ボルト,ボルト,ボルト,4914,13446,10802,11364,7639,2876,4170,4014,1428,16460,13585,11052,11750,8574,21622,7339,3991,-1,17639,10793,19864,7489,8035,-1,-1,15559,-1,-1,11964,8193,7662,23769,23153,6297,4315,11489,-1,10587,14553,9077,13966,6832,17587,12159,14371,17617,17755,19117,17748,17756,17769,7212,10011,9049,7799,2727,11005,7044,22580,8013,2886,5029
ミニ,ミニ,ミニ,5149,1902,1544,5421,2149,2876,260,4014,1428,2798,2939,3399,4541,1675,2267,2524,9578,-1,6366,5552,12255,6552,4945,-1,-1,13580,-1,-1,8506,10111,9481,6372,14260,7175,7709,3798,-1,3735,10875,11623,9011,19712,8764,23916,5707,8893,9230,11856,9154,9198,9198,1462,23305,7889,6820,-1,8830,2342,9660,2253,2448,5152
ランド,ランド,ランド,5293,1726,1366,11364,1716,2876,2405,848,4667,2798,5138,1731,885,1560,1986,1819,3432,-1,8494,5473,6685,3796,2658,-1,-1,10369,-1,-1,5961,2345,2177,9483,24771,2703,2851,4740,-1,2951,7529,7758,9722,17844,3551,11368,2078,3849,4587,3402,4455,4316,4509,2988,16382,6415,3980,-1,5798,3393,19724,2375,7698,5382
ショット,ショット,ショット,5310,8120,7993,7212,4754,2876,4170,4014,4667,8262,8594,4109,7431,5523,14260,5555,6319,-1,10199,4692,7121,6566,3923,-1,-1,11209,-1,-1,9579,6110,5713,8428,20946,2636,2701,6128,735,7277,10565,9187,7498,12159,4480,3018,6541,4729,5352,9062,963,5157,5278,2933,22818,7578,6832,-1,8729,4207,10261,4983,9198,3149
おおい,おおい,オオイ,5729,3966,3264,5421,7639,2876,2405,4014,4667,6699,2261,5139,3839,2970,6427,265,17231,-1,23057,75,229,6965,15724,223,3114,10404,1435,1440,5415,7434,6954,10140,14241,20110,20345,20827,656,-1,173,13881,2522,1465,24889,18644,123,24890,3014,126,24957,24971,24978,16898,2299,187,7258,366,18247,11924,347,8446,11652,9382
ぼん,ぼん,ボン,5831,6059,9191,3701,3549,1733,4170,2391,4667,5635,4264,6998,7431,6269,5712,14814,20172,2201,10926,5322,4777,11279,18268,2935,18758,18241,12166,3753,7031,13596,12748,3618,18224,13505,16424,14629,19819,-1,3449,-1,5258,1129,7869,7208,7166,8015,8383,4507,8298,8352,8354,20709,2233,16677,11696,-1,5227,11390,13620,9686,20794,22742
カー,カー,カー,5894,1506,1638,1743,876,2876,2405,261,858,1734,2692,3399,2677,1082,2356,1108,3575,-1,5336,3551,3704,2473,1589,-1,-1,4737,-1,-1,2732,4312,4025,5332,22402,2084,2210,2596,-1,1758,2634,2933,5174,6486,3893,3657,3167,4167,4856,5528,4742,4625,4795,1768,15705,4506,2607,-1,2733,2440,8461,2206,3969,3817
ハウス,ハウス,ハウス,6028,1844,2209,1352,1587,2876,2405,2391,1896,1889,1940,2907,1466,1724,2047,1725,10079,-1,6078,1949,7618,3559,1599,-1,-1,6681,-1,-1,4423,5224,4873,7853,8958,1856,1554,3201,-1,718,7927,10451,6317,9046,2840,4500,1751,3182,4073,5361,3905,3689,3952,1956,17985,4184,3730,-1,4703,2943,7507,3034,5901,3030
さく,さく,サク,6098,16266,17146,7212,7639,2876,4170,4014,4667,16460,13585,6998,7431,14238,14260,10827,7157,3225,4497,11331,4290,4487,7450,8113,24014,9028,20346,10695,1965,23522,22048,7085,7107,2188,2391,13155,8699,1833,4375,19778,5198,404,3931,3658,3324,4205,2428,7469,4772,4658,4825,9622,1059,7593,4699,9621,8784,11380,7367,6659,12990,8296
テン,テン,テン,6170,2688,3264,3701,1072,2876,4170,848,2712,4862,3262,2540,1941,1828,5172,5790,3620,-1,18134,20663,-1,7238,9983,-1,-1,9450,6962,20384,10945,8316,7781,12532,12427,5704,7063,5948,-1,2698,-1,9975,9004,3488,6369,5786,5394,6552,7005,10152,6893,6920,6958,5652,6553,2924,7544,-1,21700,4969,12088,3932,8285,14898
さら,さら,サラ,6241,6881,17146,2617,4754,2876,4170,4014,4667,10817,8594,6998,2976,5523,8749,11833,12465,1522,5328,10517,3407,10875,22447,4987,9457,12139,13818,8412,1205,2296,2131,2779,11211,1453,1583,10436,2917,-1,1976,7418,15806,2764,12638,17049,9320,12712,12922,6608,12896,12914,12926,7086,4087,6105,11286,6680,2443,4343,4998,11426,6551,12916
まめ,まめ,マメ,6249,3599,2722,11364,7639,2876,4170,2391,4667,3224,6377,1731,7431,5523,2743,7128,11588,1609,18158,9966,2867,16372,17110,3531,17569,17037,22682,15109,8888,22682,21261,14517,24200,3419,3660,12920,3427,15911,3291,8143,15502,2126,11180,24604,7644,11271,11512,13703,11485,11515,11522,6630,5025,15381,16900,7633,4919,14155,9946,17650,24606,17394
もり,もり,モリ,6272,13446,25005,4421,7639,2876,4170,4014,4667,16460,13585,4109,11750,21702,8749,6323,1040,622,2200,14771,1582,1021,7766,5703,21748,729,932,10281,1226,19496,18274,3854,1172,19143,21558,12741,1745,2762,883,12067,594,2685,2136,5532,1169,2550,3649,8183,3393,3096,3437,2176,1521,292,985,119,755,6558,23700,623,1279,18926
ロール,ロール,ロール,6631,3170,2919,4421,7639,833,4170,4014,1896,2435,3262,6998,2976,6269,2188,4415,15047,-1,14613,5346,12118,15644,6239,-1,-1,22473,-1,-1,9948,12177,11419,8549,11606,8375,7199,6171,-1,3139,18090,12689,17636,11676,3713,2878,3834,4001,4714,6924,4591,4463,1927,3507,24477,5252,16165,8621,8713,8786,7885,11529,11071,2884
むき,むき,ムキ,6654,16266,13258,11364,7639,2876,4170,4014,4667,10817,8594,11052,11750,21702,10747,5129,12231,-1,6520,4863,12177,20013,22262,1864,9731,6000,8450,5321,2097,19527,18302,12962,12317,21159,5192,19873,3334,-1,6934,15861,19706,3436,5693,4672,5393,5894,6405,3557,1332,6280,1317,22336,6308,14235,20562,3539,14161,20380,5652,5507,22472,2357
きゅうきゅう,きゅうきゅう,キュウキュウ,6666,13446,25005,4421,7639,2876,4170,4014,4667,16460,5138,11052,11750,8574,21622,6022,5415,14959,5746,6080,5318,6430,1820,8828,1873,5165,7074,5211,3781,7074,6625,5022,8099,1459,1640,7758,3319,-1,-1,-1,17304,23319,4274,13237,2534,4532,5176,5586,5060,4967,5105,5636,22484,18049,6683,-1,4908,4812,6627,4565,8156,6458
グランド,グランド,グランド,7194,3410,3028,3701,7639,1733,4170,4014,2712,2435,3262,2907,11750,2970,4107,2739,3363,-1,11504,4334,15746,6205,5011,-1,-1,14494,-1,-1,7772,1527,1416,9332,15024,5180,5022,5277,21439,911,15578,12210,4350,18205,12418,17019,8876,12498,12707,14692,12685,12702,12719,3960,22905,2678,6447,-1,9834,6179,9472,3167,6048,7865
ピッチ,ピッチ,ピッチ,7217,13446,10802,11364,7639,2876,4170,4014,4667,6699,13585,11052,11750,8574,21622,7769,10821,-1,17243,11111,21086,13521,10669,-1,-1,20259,-1,-1,13752,19724,18482,12674,22903,14778,16461,7769,-1,16348,21837,18214,22767,11834,667,385,14737,1381,155,7957,2686,2031,2692,8470,17921,17833,13981,-1,21824,11426,14344,8663,12568,9011
スト,スト,スト,7300,16266,13258,11364,7639,2876,4170,4014,4667,16460,13585,5139,11750,14238,14260,6616,7652,-1,20542,16770,5358,5421,6706,-1,-1,6672,-1,-1,11924,10734,10071,10823,8521,10100,12303,2169,-1,-1,3389,4650,8114,7509,15141,12017,13569,15198,15356,16992,15341,15367,15365,6366,13064,7082,5653,-1,14090,2338,18487,4810,7673,9787
ティー,ティー,ティー,7598,2636,2348,2617,4754,2876,4170,4014,4667,1566,13585,2059,3327,5029,1820,6851,10372,-1,11784,4506,7617,5749,4144,2846,-1,8306,-1,-1,5780,9984,9364,5124,13678,5537,6157,3854,-1,3737,4755,16110,6720,4429,4767,16334,2828,5004,5605,9213,5476,5422,5527,2891,16912,2870,5993,-1,4662,5359,3135,7794,12544,4312
ヘッド,ヘッド,ヘッド,7602,6453,5365,7212,7639,2876,4170,4014,2712,16460,6377,2276,11750,4621,10747,2570,5207,-1,9908,5549,15924,7611,4148,-1,-1,9264,-1,-1,6715,5871,5483,13050,21167,5138,4941,4336,-1,4027,12991,10180,5674,12179,3715,2478,5551,4003,4715,5498,4593,4465,1929,3035,20446,6734,7927,5352,7354,4280,9768,3639,4259,2888
ごとし,ごとし,ゴトシ,7797,8120,7993,7212,4754,2876,2405,2391,4667,8262,6377,6998,11750,6269,10747,-1,2290,-1,2110,17746,24972,3597,3508,382,3602,1208,1809,3199,1458,1809,1681,3086,2454,-1,-1,22921,7175,-1,9821,19716,2043,3678,5006,3806,5364,5231,5811,4309,5683,5645,5729,3459,1715,-1,3765,4393,1401,-1,-1,9173,7272,7472
ひょう,ひょう,ヒョウ,8104,16266,13258,11364,7639,2876,4170,4014,4667,16460,8594,6998,11750,14238,14260,16669,17869,22748,5857,4416,8115,7382,10439,7320,12984,21110,15400,10627,7852,23231,21778,10219,7599,3094,3697,22445,14831,-1,15481,21070,12089,505,2357,1555,3637,2746,1257,8246,3544,3282,3594,2773,2416,7245,7700,2351,8850,3435,6849,16114,3725,2908
