word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
アメリカ,アメリカ,アメリカ,5,5,5,4,4,4,4,3,4,5,5,4,4,5,4,5,4,3,5,5,4,5,1,1,5,1,1,4,3,3,4,3,5,5,5,2,5,5,3,4,4,5,5,5,5,4,5,5,4,5,5,1,5,3,5,5,1,5,5,5
余り,あまり,アマリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,1,2,2,4,4,4,5,4,2,2,2,3,3,3,4,4,1,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,3,5,3,4,3
だが,だが,ダガ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,4,3,1
可成,かなり,カナリ,5,5,5,5,5,4,4,4,4,5,4,4,5,5,4,4,2,3,5,5,4,5,5,5,5,4,4,5,4,4,4,5,5,5,5,1,1,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
でない,でない,デナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ていただく,ていただく,テイタダク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
もっと,もっと,モット,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5
六,ろく,ロク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,2,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
其れから,それから,ソレカラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,4,1,1,5,5,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,2,4,1
こそ,こそ,コソ,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,4,5,4,5,4,5,5,5,5,2,5,5,5,5,2,4,5,5
迚も,とても,トテモ,5,4,4,4,4,5,4,3,5,4,4,4,4,4,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5
ばいい,ばいい,バイイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
私達,わたしたち,ワタシタチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,4,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4
のみ,のみ,ノミ,5,4,3,4,4,4,3,4,3,4,4,3,4,4,4,5,4,3,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,1,4,5,4,4,5,5,5,4,4,5,4,4,4,4,5,2,4,5,5,5,2,5,4,4
てある,てある,テアル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
生まれる,うまれる,ウマレル,5,5,5,4,4,4,4,5,4,5,4,5,4,5,4,4,5,1,5,5,1,5,5,5,5,5,4,5,5,5,5,5,1,1,4,4,1,1,5,5,1,5,4,5,5,4,4,4,5,5,4,5,5,4,5,4,5,5,5,5
規定,きてい,キテイ,5,2,1,3,3,4,3,3,3,2,2,3,3,2,2,5,2,4,5,4,2,3,3,3,3,2,3,3,2,2,3,2,3,3,4,3,1,3,2,2,1,4,4,3,4,4,3,4,4,4,5,3,3,4,3,4,2,4,4,4
然も,しかも,シカモ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,3,4,4,5,5,3,3,5,5
因る,よる,ヨル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
といった,といった,トイッタ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,1,1,5,1,1,1,1,1,1,4,1,1,4,4,4,5,3,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,5,4,1
ための,ための,タメノ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
皆さん,みなさん,ミナサン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,4,1,1,1,1,1,1,4,1,1,5,4,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,5,1
ことがある,ことがある,コトガアル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
利用する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
我々,われわれ,ワレワレ,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,3,5,1,5,4,5,5,5,1,4,1,1,4,5,5,5,4,5,5,5,1,1,5,5,5,4,5,5,5,4,5,5,5,4,4,4,4,5,5,5,4,4,3,5,5
基づく,もとづく,モトヅク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,5,4,2,3,3,3,3,2,2,3,2,2,2,2,1,1,4,2,1,3,2,3,2,5,5,4,4,5,4,4,4,4,4,3,3,3,3,3,3,4,4,4
可能性,かのうせい,カノウセイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,5
まあ,まあ,マア,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,5,5
七,なな,ナナ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,5,1,1,5,1,1,1,4,4,4,5,4,3,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,3,5,4,5,5,4,4
実施する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
此方,こっち,コッチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,2,2,5,4,1,1,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,4,2,5,5,2,5,5
人達,ひとたち,ヒトタチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,4,3,1,1,3,1,1,1,1,1,1,4,1,1,4,4,1,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,2,4,1
用いる,もちいる,モチイル,5,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,3,1,5,4,2,2,3,3,4,3,2,4,3,3,3,3,1,1,3,3,1,4,3,3,2,5,5,4,4,5,4,4,4,4,4,4,2,4,4,3,4,5,4,4
さえ,さえ,サエ,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,1,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,4,4,5,5,2,4,4,4
ぞ,ぞ,ゾ,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,1,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,4,4,4,4,4,4,5,5,4,5,1,5,5,5,5,1,4,5,5
三月,さんがつ,サンガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
御願いする,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
猶,なお,ナオ,5,3,3,3,3,4,4,3,4,3,3,3,2,3,3,5,4,4,5,5,4,4,3,3,2,4,4,2,4,4,4,2,3,3,4,1,5,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,2,5,4,5,4,4
彼れ,あれ,アレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5
思い,おもい,オモイ,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,1,5,5,1,4,5,5,5,5,5,1,5,5,5,5,4,4,5,5,1,1,5,5,3,5,4,5,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,5
現われる,あらわれる,アラワレル,5,4,3,4,3,5,3,3,3,4,4,4,3,3,4,1,2,1,5,4,1,1,1,5,4,5,4,1,2,2,2,2,1,1,2,2,1,4,1,2,4,5,5,4,5,5,5,4,4,4,4,5,1,1,4,1,5,2,1,2
但し,ただし,タダシ,5,3,3,4,4,4,4,3,4,2,3,3,4,4,3,3,4,1,5,5,4,4,4,4,2,4,4,4,4,4,4,2,2,2,3,2,5,2,4,4,5,5,5,4,4,5,5,4,4,4,5,1,4,4,2,3,1,4,4,2
中国,ちゅうごく,チュウゴク,5,5,5,4,5,4,4,3,4,5,5,5,5,5,5,5,3,4,5,5,3,4,1,1,4,3,2,4,3,3,2,2,4,4,5,2,5,4,3,3,1,4,4,4,4,4,3,4,4,5,5,1,4,3,4,5,1,5,5,5
二つ,ふたつ,フタツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,5,1,1,1,1,1,1,4,1,1,4,4,1,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,4,5,1
引く,ひく,ヒク,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,1,5,4,4,5,5,1,5,1,2,5,4,5,5,5,1,1,3,5,1,5,4,5,4,5,5,5,4,4,5,4,4,5,5,5,5,4,5,4,5,4,5,5
御前,ごぜん,ゴゼン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,5,4,4,2,2,5,3,5,5,3,3,3,1,2,2,2,2,2,1,5,3,2,1,4,4,5,4,4,4,5,4,5,5,5,2,1,3,2,5,2,3,2
使用する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ずっと,ずっと,ズット,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,3,5,5
実は,じつは,ジツハ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,4,5,1
所が,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
矢っ張り,やっぱり,ヤッパリ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,4,5,5,5,1,5,1,1,1,5,5,5,5,4,4,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,2,5,5
子供達,こどもたち,コドモタチ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,4,3
十分,じゅうぶん,ジュウブン,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,1,5,5,5,4,4,5,4,5,5,5,4,4,4,4,5,5,4,4,1,5,4,5,5
頑張る,がんばる,ガンバル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,5,5,4,5,5,4,5,5,5,5,1,1,3,5,1,2,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,5,4,3,5,2,5,5
気付く,きづく,キヅク,5,5,5,4,5,4,4,5,4,5,4,4,5,5,5,2,4,1,5,5,5,4,4,5,4,5,5,1,5,5,5,5,1,1,3,4,1,4,4,5,2,4,4,5,4,4,4,5,4,4,5,5,4,4,5,3,5,3,4,4
違い,ちがい,チガイ,5,4,4,4,5,4,3,4,4,4,4,4,5,4,4,4,4,1,5,5,1,4,4,4,5,4,4,5,4,4,4,4,5,5,5,4,1,1,4,4,3,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,5,4,4,4
東京,とうきょう,トウキョウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,4,5,4,1,1,5,1,1,4,4,4,4,3,4,4,5,2,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,5,1,5,5,5
積り,つもり,ツモリ,5,5,4,5,5,5,5,5,4,5,4,4,5,4,5,3,5,1,5,4,1,5,5,5,2,5,5,5,5,5,5,5,3,2,4,1,1,1,5,5,5,4,4,4,5,4,4,5,4,4,4,5,5,4,2,5,5,3,4,4
十月,じゅうがつ,ジュウガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
かもしれません,かもしれません,カモシレマセン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
即ち,すなわち,スナワチ,5,2,2,3,3,4,3,3,3,3,2,2,3,3,2,2,3,1,5,3,3,3,3,3,3,4,3,4,2,2,3,2,3,3,3,3,4,4,4,2,4,5,5,3,4,4,4,4,4,4,3,1,3,2,3,2,1,2,4,2
八,はち,ハチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,5,1,1,5,1,1,2,5,3,3,5,4,2,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
頂く,いただく,イタダク,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,1,5,5,5,4,4,5,4,5,5,5,4,4,4,4,1,1,3,5,1,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,3,5,2,5,5
打つ,うつ,ウツ,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,3,5,1,5,4,1,5,5,5,5,5,4,5,5,5,4,4,3,3,3,4,1,1,4,5,4,4,4,5,4,4,4,5,4,5,4,5,5,3,5,3,5,4,4,5
こともある,こともある,コトモアル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
何方,どなた,ドナタ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,5,5,4,3,4,5,3,5,5,1,3,3,3,3,4,4,3,1,1,3,5,3,4,5,5,5,4,5,5,5,5,5,5,5,3,1,3,3,5,1,2,3
九月,くがつ,クガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
嬉しい,うれしい,ウレシイ,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,1,4,1,5,5,5,4,4,5,4,5,5,4,4,4,4,5,1,1,4,5,1,4,5,4,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,2,5,5
四月,しがつ,シガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,4,1,1,1,1,1,1,2,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1
に対し,にたいし,ニタイシ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,4,1,1,1,1,1,1,4,1,1,4,3,5,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,5,3,1
存在する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
十二月,じゅうにがつ,ジュウニガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
日本人,にほんじん,ニホンジン,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,1,1,4,1,1,1,1,1,1,3,1,1,5,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,4,5,5
其々,それぞれ,ソレゾレ,5,5,4,5,5,4,4,4,4,4,4,4,5,5,4,5,4,1,5,5,1,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,1,4,4,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5
限り,かぎり,カギリ,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,5,5,1,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,1,1,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,5,5,4,4,4
動き,うごき,ウゴキ,5,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,1,5,4,1,4,4,4,5,5,4,5,5,5,4,5,4,4,5,5,1,1,4,5,2,4,5,4,5,4,5,4,4,4,4,5,4,3,5,4,5,4,5,5
てほしい,てほしい,テホシイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
させる,させる,サセル,5,5,5,4,5,4,4,5,5,5,4,5,5,5,5,3,5,1,5,5,1,5,5,5,5,5,4,5,5,5,4,5,1,1,4,1,1,1,3,2,1,5,4,5,5,5,4,4,4,4,4,1,5,4,5,1,1,4,4,5
致す,いたす,イタス,5,5,5,5,5,4,4,3,4,5,4,4,5,5,5,1,4,1,5,5,5,2,3,4,4,4,4,5,3,3,3,4,1,1,2,5,1,5,4,3,5,5,5,5,4,5,5,5,4,5,5,5,2,4,4,1,5,2,4,4
一月,いちがつ,イチガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,4,1,1,1,1,1,1,2,1,1,3,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1
どうして,どうして,ドウシテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,4,1
六月,ろくがつ,ロクガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1
御金,おかね,オカネ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
従って,したがって,シタガッテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,1,2,1,1,4,2,5,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1
三十分,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
其れでも,それでも,ソレデモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,4,1,1,5,1,1,1,1,1,1,5,1,1,4,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,3,4,1
五月,ごがつ,ゴガツ,5,3,2,4,3,4,4,3,3,2,3,4,2,2,4,1,3,4,2,2,4,2,1,2,4,2,3,1,1,1,1,2,1,1,3,2,1,4,1,4,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,3,2,1
八月,はちがつ,ハチガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
十一月,じゅういちがつ,ジュウイチガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
幾つ,いくつ,イクツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,1,1,3,1,1,1,1,1,1,2,1,1,4,2,1,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,3,2,3
具体的,ぐたいてき,グタイテキ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,5,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,5,5
思える,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,1,4,4,1,5,1,1,1,4,4,4,5,1,1,4,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,1,2,4,4
紹介する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
説明する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
似る,にる,ニル,5,5,5,4,4,5,5,3,5,5,5,5,4,5,5,2,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,1,5,5,5,3,5,5,4,4,4,5,5,5,5,4,5,5,5,5,1,5,4,4,5
二月,にがつ,ニガツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
確認する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
表わす,あらわす,アラワス,5,3,3,3,4,4,3,3,4,3,3,3,4,3,3,2,1,1,5,4,1,1,1,4,3,4,3,4,1,1,1,2,1,1,2,2,1,4,1,2,3,5,5,4,4,5,5,4,4,4,4,4,1,3,2,1,4,2,1,2
