word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ファウンデーション,22378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55440
ダッド,22379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106780
ビンセント,22381,-1,-1,-1,-1,-1,-1,-1,20224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6794,8122,-1,24980,-1,-1,-1,-1,-1,20800,-1,-1,-1,-1,-1,94853
ハウザー,22382,20704,-1,-1,-1,-1,-1,15837,-1,-1,-1,-1,-1,-1,-1,-1,10132,9498,-1,-1,8301,8930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122818
フュー,22384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
カズミ,22385,10047,-1,-1,-1,24200,-1,-1,-1,-1,-1,-1,-1,-1,6968,-1,-1,-1,6705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
シャルルマーニュ,22386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
アイダホ,22387,-1,17257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19385,22680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18544,-1,71258
オーガー,22388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18546,22126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95176
エインズワース,22389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17779,16667,9041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
さより,22390,11455,-1,-1,-1,-1,-1,9255,24765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
シュルツ,22391,-1,20727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10428,8625,-1,9768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31416
イーストサイド,22392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
テレビシリーズ,22393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ニード,22394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11554,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170866
アスクレピオス,22395,10047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
プロポ,22396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69998
スイーパー,22397,-1,-1,16368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108032
シュトーレン,22398,16266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90324
ロードレーサー,22399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
プライス,22400,13446,12487,-1,-1,-1,12044,23798,14559,13455,-1,-1,-1,-1,-1,-1,-1,-1,23363,-1,5772,6501,-1,5817,-1,-1,-1,-1,-1,15043,-1,20458,24227,15766,24531,8976
ハーバー,22401,20704,12966,-1,-1,-1,18039,-1,18232,15492,-1,-1,-1,-1,-1,21748,-1,-1,-1,-1,12056,8728,-1,9746,-1,-1,22674,-1,-1,18794,-1,21956,-1,-1,14116,26605
ナンバ,22402,6059,-1,-1,-1,23376,19181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88115
アンダンテ,22403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111500
アクター,22404,-1,18269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46935
ハッタ,22405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
まつも,22406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
いちげき,22407,16266,15351,3102,5103,21068,17882,8870,5806,5052,-1,5178,3319,1560,7754,2363,1560,1448,7460,1405,6670,7851,9361,-1,3506,3286,-1,-1,717,6045,3023,2417,1836,7910,11781,91031
ミルラ,22408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ファイアストーム,22409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ジグ,22410,-1,19182,-1,-1,-1,-1,-1,21492,12037,-1,-1,19877,-1,-1,-1,-1,-1,-1,-1,19498,22864,-1,-1,21062,-1,-1,-1,21202,22077,-1,19395,-1,-1,-1,29225
ケーブルカー,22411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24605,-1,-1
イースターエッグ,22412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ジャンプスーツ,22413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
アダルトゲーム,22414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ケイオス,22415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106231
アーバン,22416,-1,13943,-1,-1,-1,17486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16709
ムッソリーニ,22417,-1,16575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14308,-1,-1,-1,-1,-1,-1,-1,-1,23794,24624,39777
フイルム,22418,-1,22687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29309
レアチーズ,22419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33451
レイアップ,22420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48227
シュリンプ,22421,-1,-1,-1,-1,-1,-1,-1,-1,22991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17846
マルチプレイ,22422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
モロヘイヤ,22424,20704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75031
ギブソン,22425,-1,15652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19110,-1,24240,10851,-1,6054,-1,-1,-1,-1,-1,-1,-1,-1,-1,22259,-1,64119
アステロイド,22426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
プロセッサ,22427,-1,7122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20602,-1,-1,-1,-1,-1,-1,-1,-1,-1,10207,-1,26262
フランボワーズ,22428,20704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55618
ブルームーン,22429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ゴルフバッグ,22430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22149,-1
ハウジング,22431,-1,-1,-1,-1,-1,17170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22348,19380
ひきもどす,22432,20704,-1,23186,-1,-1,22296,-1,19705,16480,2775,16916,12493,15014,-1,9867,15014,14076,-1,8242,-1,-1,8616,-1,11630,19621,-1,-1,6791,20265,-1,8560,5647,-1,-1,31026
スペースオペラ,22433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
マイクロウェーブ,22434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24590,57053
ビューティ,22435,-1,-1,16184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22268,24166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36994
インターポール,22436,-1,-1,16306,-1,-1,-1,-1,24168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6959,8055,-1,-1,-1,-1,-1,-1,-1,24814,-1,-1,-1,-1,-1,65912
３Ｄプリンター,22437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
パシフィック,22438,-1,6448,24273,-1,-1,15494,21083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23464,-1,1759,-1,-1,-1,-1,-1,-1,-1,-1,-1,8094,7829,20634
パイロキネシス,22439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
まさき,22440,-1,24886,12629,22231,-1,-1,9949,24685,16874,-1,17318,13308,-1,-1,-1,-1,-1,22826,-1,19074,18835,-1,4956,14867,13319,20832,-1,-1,11061,1853,16148,-1,16975,-1,5144
カンパチ,22441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32827
トヨタ,22442,20704,3056,-1,-1,-1,-1,-1,23588,-1,-1,-1,11731,-1,-1,22468,-1,-1,-1,-1,21732,23944,-1,1031,-1,-1,-1,-1,-1,24221,-1,-1,-1,4097,5202,3223
オカッパ,22443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
みそしる,22444,-1,-1,10190,5896,14240,9478,10682,23182,-1,-1,-1,10985,-1,-1,-1,-1,-1,-1,5828,-1,-1,8805,-1,11084,17780,14559,16926,-1,24381,-1,-1,-1,-1,12893,161223
ヌーディスト,22445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24616,-1,21877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64983
はねっかえり,22446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
さだめし,22447,-1,-1,-1,-1,-1,-1,-1,-1,-1,4704,-1,21790,-1,-1,14078,-1,-1,-1,-1,-1,-1,-1,-1,19617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ビジネスクラス,22448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11730,-1
アナフィラキシーショック,22449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ひじかけ,22450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20080,-1,-1,13489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18837,-1,-1,23238,22288,-1,11263,35462
ドレッドノート,22451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106005
レストルーム,22452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
スクリーンセーバー,22453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ベイブリッジ,22454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ハウスメイド,22455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ケンブリッジ,22456,11455,7272,-1,-1,-1,21127,-1,23252,-1,-1,-1,-1,-1,-1,20501,-1,-1,22141,-1,14068,14195,-1,11439,-1,-1,-1,-1,-1,23878,-1,-1,-1,15826,-1,22818
メバル,22457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41257
アトランダム,22459,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ひげもじゃ,22460,-1,-1,-1,-1,-1,-1,-1,-1,-1,7770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
むろ,22461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15808,-1,-1,11480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21861,67872
クーペ,22462,-1,12232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10492,-1,-1,-1,-1,-1,-1,-1,-1,-1,12277,16908,42282
スパゲッティー,22463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74368
セットポジション,22464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ボリ,22465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21513,-1,-1,-1,-1,-1,-1,-1,-1,-1,47303
たいせつにする,22466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
サック,22467,16266,12707,-1,-1,-1,23810,-1,-1,21340,-1,-1,20302,-1,-1,19092,-1,-1,-1,-1,-1,14718,-1,-1,20475,-1,-1,-1,9614,-1,-1,-1,24535,19106,17974,35979
たてなおす,22468,13446,-1,7556,-1,18252,13369,6874,9931,8471,2938,8689,14356,7902,12844,8761,7902,7388,12351,8746,-1,-1,18749,-1,12197,6729,-1,-1,4445,10322,-1,9004,5605,21698,10958,10772
たけだけしい,22469,-1,-1,-1,-1,-1,-1,-1,-1,-1,5308,-1,22886,24744,-1,20628,24745,23190,-1,17912,-1,-1,-1,-1,24846,-1,-1,19992,17610,-1,-1,19694,12502,-1,23852,42719
ナックルガード,22470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ショーウィンドー,22471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ぎょうこう,22472,-1,15326,-1,9074,-1,-1,-1,-1,-1,-1,-1,24183,-1,-1,18569,-1,-1,-1,13108,-1,-1,6878,-1,-1,-1,4902,5522,9947,-1,-1,24094,10240,16807,18479,30865
ＣＭソング,22473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
デイリー,22474,-1,7906,-1,-1,-1,17385,-1,18320,15253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6853,7560,23468,1797,-1,-1,-1,-1,-1,18876,8861,-1,-1,10838,5266,11635
すべりおりる,22475,20704,-1,-1,-1,-1,-1,-1,-1,-1,4633,-1,-1,-1,-1,20014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22235,-1,-1,-1,22799,-1,-1,82703
スクリーントーン,22477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
アブラムシ,22478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23287,-1,-1,-1,-1,-1,-1,-1,-1,63619
サンショウウオ,22479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66111
ちょっかいをだす,22480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ワセリン,22481,-1,-1,-1,-1,-1,20887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24108
ハツ,22482,-1,-1,-1,6217,-1,-1,21735,14799,16031,-1,-1,21553,-1,-1,-1,-1,-1,4776,-1,-1,-1,19693,-1,-1,21636,5482,20826,-1,15293,-1,-1,-1,-1,-1,44166
アイスホッケー,22483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14139,-1,-1,-1,23803,-1,-1,-1,-1,-1,9964,-1,-1
うわーーん,22484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
こてこて,22486,11455,-1,-1,-1,-1,-1,-1,-1,-1,9484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105021
バブバブ,22487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81206
スクラップブック,22488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66296
ランチョンマット,22489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
とおりかかる,22490,6881,-1,16634,-1,18093,24193,9957,17663,10755,1974,11032,12181,13777,7740,4317,13777,12917,7446,14087,-1,-1,16538,-1,5899,9009,-1,-1,8170,18220,-1,7042,5165,-1,-1,25175
とびかう,22491,16266,-1,22512,-1,18383,9742,23055,16950,14472,3063,14854,13185,16490,8816,10038,16490,15446,8476,11686,-1,-1,16551,-1,12350,19058,-1,-1,5996,17484,-1,9172,7273,-1,16735,17927
チンジャオロース,22492,13446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24682,-1,-1,-1,23727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42007
トップレス,22493,-1,-1,-1,-1,-1,-1,-1,-1,22130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95558
フローチャート,22494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48683
モンペ,22495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68843
エレクトリック,22496,-1,7824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23041,1326,-1,-1,-1,-1,-1,-1,-1,-1,-1,7175,-1,37208
ひといき,22497,16266,-1,11275,2711,14263,9626,18033,12945,11020,-1,11303,5706,9268,9201,3211,9268,8684,8851,3776,9580,9349,4503,-1,8658,12231,19735,18851,3059,13231,10046,5417,2549,-1,14804,16067
ウルトラマン,22498,-1,-1,3554,-1,-1,16194,-1,10669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2889,-1,-1,-1,-1,-1,11102,-1,-1,-1,3192,1872,8224
ジャマイカ,22499,-1,9140,-1,-1,-1,-1,-1,11812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15530,16449,-1,7514,-1,-1,-1,-1,-1,12236,9803,-1,-1,12779,-1,37427
パッキング,22500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14121,18726
チェックメート,22501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
