word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ママ,ママ,ママ,4,5,5,5,4,4,5,3,5,5,5,5,5,5,5,3,5,1,4,4,5,5,5,1,4,1,1,4,5,5,5,4,5,5,4,1,4,4,4,1,5,4,4,5,3,3,4,4,3,5,5,3,3,4,3,3,3,3,4,3,5,3,5,4,4,4,4,3,3,4
職員,しょくいん,ショクイン,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,2,2,3,3,1,4,3,3,4,3,3,3,3,3,4,1,3,3,4,3,3,4,3,3,4,4,4,4,1,4,4,4,4,4,4
相談する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
最高,さいこう,サイコウ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,5,2,4,5,4,5,5,5,5,5,4,5,5,4,5,2,4,4,4,5,4,3,4,4,5,5,4,5,5,4,5,4,5,4,5
オーケー,オーケー,オーケー,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,4,4,1,4,4,1,2,1,1,3,4,4,4,2,4,4,1,3,1,1,4,1,4,3,2,4,1,2,3,2,2,5,4,4,4,4,4,3,4,4,5,3,4,4,4,3,2,2,4,1,2,3
画面,がめん,ガメン,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,5,3,3,3,3,4,3,3,4,3,3,3,4,3,3,4,4,1,4,3,1,3,4,4,3,4,4,4,4,3,3,1,4,4,4,4,4,3,5,4,4,5,4,3,4,4,4,4,4,5,5
間違う,まちがう,マチガウ,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,1,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,5,5,4,5,4,4,4,5,5,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,3,4,4
調子,ちょうし,チョウシ,4,4,4,4,3,4,4,4,4,4,5,5,4,5,4,3,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,1,4,4,4,4,5,4,4,4,5,4,4,5,5,2,4,4,4,5,4,3,4,4,4,4,4,5,5,4,4,5,3,4,4
場面,ばめん,バメン,4,4,3,3,4,4,3,4,3,3,4,2,4,4,3,4,3,4,4,4,2,3,3,3,4,3,3,4,3,3,3,4,3,3,4,4,1,4,3,4,3,4,3,3,5,4,3,4,4,3,1,4,5,4,4,5,5,4,4,4,4,4,3,1,4,4,4,4,5,4
立派,りっぱ,リッパ,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,1,4,4,5,5,5,4,5,4,4,4,4,4,4,3,4,3,4,4,4,5,4,4,4,3,4,4,4,4,4,4,2,4,4
定員,ていいん,テイイン,4,3,1,2,4,4,3,3,3,3,2,2,4,4,2,3,1,2,4,4,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,4,1,1,1,3,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,3,2,4,2,3
告げる,つげる,ツゲル,4,2,1,3,3,4,4,3,3,2,2,2,3,2,2,3,3,1,4,3,3,3,4,4,4,3,3,5,3,4,3,5,1,1,2,3,1,4,3,4,3,4,3,3,4,5,4,4,5,3,2,3,2,3,3,3,2,3,3,3,3,5,3,4,5,2,5,3,3,3
容易,ようい,ヨウイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,4,2,2,3,3,4,3,2,4,3,3,2,3,4,3,4,2,1,4,3,1,3,3,3,3,4,4,3,4,3,3,2,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,3
塩,しお,シオ,4,5,5,5,3,4,4,3,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,3,3,1,4,3,3,4,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
注目する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
閉じる,とじる,トジル,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,2,4,1,4,4,3,4,4,4,4,4,4,5,4,4,4,5,1,1,2,5,1,4,4,4,4,4,4,3,4,5,4,5,5,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,5,2,5,3,4,4
熱い,あつい,アツイ,4,5,5,5,3,4,5,3,4,5,5,5,4,5,5,2,5,1,4,4,5,4,4,4,4,4,4,4,4,4,4,5,1,1,3,5,1,5,4,4,4,5,4,4,4,5,4,5,5,4,4,4,2,4,3,3,3,4,3,3,4,4,4,4,5,4,5,3,4,4
老人,ろうじん,ロウジン,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,3,3,5,4,4,3,4,4,4,5,3,4,5,3,3,4,4,4,4,4,3,2,5,3,3,3,3,3,4,4,4,4,3,4,4,1,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3
肉,にく,ニク,4,5,5,4,3,4,4,4,5,5,5,5,4,5,5,3,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,5,5,4,3,4,2,4,4,4,3,5,4,4,4,5,5,5,5,4,5,4,4,5
製品,せいひん,セイヒン,4,4,4,3,3,4,3,3,4,4,4,4,2,4,3,4,3,2,4,5,3,3,3,3,3,2,2,3,2,2,2,1,3,3,5,3,4,3,2,1,3,2,3,3,4,2,3,2,2,2,1,4,4,4,4,4,4,4,4,5,5,3,3,1,3,4,2,4,4,4
導入する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
奥さん,おくさん,オクサン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,4,1,1,4,1,1,1,1,1,1,3,1,1,4,4,1,4,3,1,5,4,4,5,4,3,3,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,2,4,4
何と,なんと,ナント,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,4,4,1,1,4,1,1,1,1,1,1,3,1,1,3,3,1,5,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,1,4,1,1,3,1,2,3,2
採用する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
輝く,かがやく,カガヤク,4,2,3,2,3,4,3,3,3,3,3,2,2,2,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,2,3,3,3,2,3,3,3,4,5,4,3,4,3,4,3,3,4
ん,ん,ン,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5
一時,いちじ,イチジ,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,5,4,4,3,3,4,4,4,4,3,5,4,4,3,4,4,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,3,4
該当する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
御腹,おなか,オナカ,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,1,4,2,4,4,1,4,4,4,3,4,5,1,4,4,5,4,3,3,3,1,1,1,4,1,4,4,3,4,2,2,3,3,1,4,5,4,3,5,4,4,4,4,4,4,4,4,4,1,3,3,5,1,2,3
並べる,ならべる,ナラベル,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,2,3,1,4,4,4,3,4,3,4,3,4,4,3,3,4,4,1,1,2,3,1,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,5,4,4,5,4,4,4,3,1,4,2,4,3,4,4
必ずしも,かならずしも,カナラズシモ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2,1,1,4,3,2,3,2,1,3,3,2,2,4,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3,1
複雑,ふくざつ,フクザツ,4,3,3,4,3,4,3,4,3,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,1,4,4,5,4,4,4,4,5,4,4,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
自宅,じたく,ジタク,4,4,4,4,3,4,3,3,5,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,2,3,4,2,3,3,3,4,4,4,3,1,4,3,4,4,4,4,4,4,4,3,3,3,3,2,4,3,4,5,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4
希望,きぼう,キボウ,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4
空間,くうかん,クウカン,4,3,3,3,3,4,3,3,3,4,3,2,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,3,4,5,4,4,5,4,1,5,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4
沿う,そう,ソウ,4,3,2,3,4,4,3,3,3,3,3,2,3,3,2,2,2,1,4,4,2,3,3,3,4,2,2,4,2,2,2,3,5,5,2,4,4,3,2,5,2,3,2,2,3,3,2,3,4,3,5,4,4,4,5,4,4,4,4,4,3,3,2,5,3,2,4,4,3,4
移動する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
諦める,あきらめる,アキラメル,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,1,4,4,5,5,5,5,4,5,5,4,5,5,5,4,1,1,2,4,1,4,5,5,5,5,4,5,4,4,4,5,5,5,4,4,3,4,4,3,3,4,3,3,4,5,5,5,4,3,5,3,4,4
備える,そなえる,ソナエル,4,2,2,3,3,4,3,3,3,3,3,2,3,3,2,3,4,1,4,4,3,4,4,4,4,4,3,4,4,4,3,4,1,1,2,3,1,4,4,1,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,2,4,4,3,4
法,ほう,ホウ,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,3,4,4,4,4,4,4,4,4,5,4,4,3,4,3,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,4,5,4,5
未だ未だ,まだまだ,マダマダ,4,4,4,3,4,4,4,3,5,4,4,3,4,4,4,2,5,1,4,4,4,4,4,4,4,5,4,4,5,5,4,4,3,3,4,5,1,4,5,4,5,5,5,5,4,4,5,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
地球,ちきゅう,チキュウ,4,4,4,4,3,4,3,4,3,4,3,3,3,4,3,5,5,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,5,5,4,3,3,4,4,1,4,4,4,4,4,3,3,3,3,5,2,5,3,5,5,4,5,4,4,4,4,4,5,5,4,4,4,5,5,4
一杯,いっぱい,イッパイ,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,4,4,5,3,3,4,3,4,5,5,3,3,4,2,4,4,4,4,1,4,5,4,4,4,4,4,3,4,4,4,4,3,5,5,4,5,4,5,5,5,5,5,4,4,3,3,4,4,5,3,2,3
世の中,よのなか,ヨノナカ,4,4,4,3,4,5,4,3,3,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,5,5,4,4,4,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
第二項,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
低下する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
要素,ようそ,ヨウソ,4,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,3,2,3,3,1,3,4,4,3,5,4,3,4,4,3,1,5,5,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4
二十日,はつか,ハツカ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
たって,たって,タッテ,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,1,5,1,4,3,5,5,4,4,4,5,5,5,5,5,5,5,4,4,1,1,1,4,5,5,5,5,5,5,4,4,4,4,4,4,1,3,3,3,3,3,4,4,4,3,4,1,5,4,4,4,1,1,4,4
移る,うつる,ウツル,4,4,4,4,4,4,3,4,5,4,4,5,4,4,4,3,4,1,4,4,2,4,4,4,4,3,3,4,3,4,3,4,1,1,3,4,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,1,4,2,4,4,4,4
値段,ねだん,ネダン,4,5,5,5,5,4,4,3,4,5,5,5,5,5,5,2,3,3,4,4,4,3,4,4,3,3,3,4,3,3,3,3,4,3,4,3,1,3,3,4,4,4,3,4,4,4,4,3,4,3,1,4,4,4,4,4,3,4,5,5,4,4,3,1,3,4,3,2,4,4
楽,らく,ラク,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,2,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,5,4,5,5,4,4,4,4,5,4
赤ちゃん,あかちゃん,アカチャン,4,4,4,4,3,5,4,5,5,4,4,4,4,4,5,2,4,1,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,5,1,3,3,1,4,4,4,4,3,3,3,4,2,4,2,4,3,4,4,4,3,5,4,4,4,3,4,1,3,4,4,2,3,4
誘う,さそう,サソウ,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,2,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,1,4,4,4,5,5,5,4,4,5,4,5,4,5,1,4,3,4,4,4,3,5,4,3,4,4,4,4,4,3,5,3,4,3
報告する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
最早,もはや,モハヤ,4,4,4,2,4,4,3,4,3,3,3,4,4,3,4,3,4,4,4,3,4,4,4,4,2,4,4,5,4,4,4,3,4,4,2,2,1,4,4,4,4,2,2,4,2,2,2,2,2,4,5,3,3,3,3,3,2,3,3,3,4,4,4,3,3,2,4,3,4,2
足りる,たりる,タリル,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,4,1,4,4,4,4,5,5,4,5,4,4,5,5,5,4,1,1,2,5,1,4,5,5,5,5,5,5,4,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,2,5,3,4,4
期待,きたい,キタイ,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,1,4,4,4,5,5,5,4,5,5,5,5,5,5,2,5,5,4,5,5,4,4,4,4,5,5,5,4,5,5,5,4,4,5
本来,ほんらい,ホンライ,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
過程,かてい,カテイ,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,2,4,4,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,1,3,3,4,3,3,3,3,4,4,3,3,4,3,1,5,5,4,4,5,4,4,4,4,3,3,3,4,3,4,3,4,4,4
切っ掛け,きっかけ,キッカケ,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,2,4,1,4,4,4,4,4,4,4,3,4,4,3,4,4,2,3,3,4,2,1,3,4,5,4,4,4,4,5,4,4,4,3,4,5,4,4,5,4,4,4,4,4,5,4,4,4,1,4,4,4,2,4,4
要求する,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
取り組み,とりくみ,トリクミ,4,3,2,4,3,4,4,3,3,3,2,3,3,3,2,3,1,1,4,4,1,2,2,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,3,4,3,5,3,4,3,3,3,4,1,1,1,1,3,1,2,4,4
影,かげ,カゲ,4,3,3,4,3,4,4,3,4,4,3,3,3,3,4,3,4,5,4,3,4,4,4,4,5,5,4,5,5,5,4,5,4,4,4,3,2,5,4,3,4,4,4,4,4,5,4,4,4,5,3,3,3,3,3,3,3,3,3,3,4,5,4,1,5,4,5,4,4,4
一応,いちおう,イチオウ,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,5,2,5,5
向上,こうじょう,コウジョウ,4,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,2,3,4,4,2,3,3,3,2,3,2,3,3,3,2,2,3,3,4,3,1,2,3,1,3,3,3,3,4,3,3,2,3,2,1,4,5,4,4,4,3,4,4,4,4,4,3,3,3,4,3,4,4,4
弟,おとうと,オトウト,4,4,5,4,4,4,3,4,4,5,4,4,5,4,5,4,4,4,4,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,5,4,4,5,4,4,4,4,4,4,5
夫婦,ふうふ,フウフ,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,5,3,3,4,3,4,4,4,3,2,4,3,4,4,4,4,4,4,4,3,4,3,4,2,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,3
グループ,グループ,グループ,4,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,4,1,5,5,4,4,4,1,4,1,1,4,3,3,4,3,4,4,5,3,5,4,3,5,4,4,4,4,5,4,4,3,3,4,5,5,5,5,4,5,5,4,5,5,4,4,4,4,4,5,4,5,5,5
膝,ひざ,ヒザ,4,4,4,4,3,5,4,3,4,4,4,4,4,3,4,3,3,5,4,4,3,3,3,3,5,3,3,5,3,3,3,4,4,4,3,5,1,5,3,4,3,4,3,3,3,5,3,4,5,3,4,3,2,4,3,4,3,3,3,4,4,4,3,1,5,4,4,3,3,4
ボタン,ボタン,ボタン,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,1,4,2,1,4,3,3,4,4,4,4,4,1,2,4,3,4,4,4,3,4,3,4,4,4,3,4,5,4,4,4,4,4,3,4,4,4,5,3,4,4,4,4,4,4,5,5
去る,さる,サル,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,1,4,4,5,4,4,4,5,4,4,5,4,4,4,4,2,2,3,4,1,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,5,4,4,3,4,4,4,3
どっち,どっち,ドッチ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,5,5,5,1,4,1,1,1,5,5,5,4,5,5,4,1,1,4,5,4,5,5,5,5,3,4,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,1,2,5,5
一旦,いったん,イッタン,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,3,4,3,3,3,4,3,3,3,4,2,3,4,1,4,4,4,4,3,4,3,4,3,3,5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4
現代,げんだい,ゲンダイ,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,5,3,4,4,4,3,3,4,4,4,3,3,4,3,3,3,3,3,3,4,3,4,4,3,1,3,3,4,3,5,4,3,3,3,3,1,4,5,4,4,4,5,4,4,4,4,4,3,1,4,4,4,5,4,4
小学校,しょうがっこう,ショウガッコウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,3,1,1,4,1,1,1,1,1,1,3,1,1,4,3,4,4,3,3,4,4,4,4,4,4,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,5,5,4
バス,バス,バス,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,1,4,5,4,4,4,1,4,1,1,4,3,4,4,3,4,4,4,1,5,4,3,4,4,4,4,4,4,4,3,3,1,4,4,5,3,5,4,4,4,5,4,4,5,3,4,1,4,5,4,5,4,4
何より,なにより,ナニヨリ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,3,1,1,1,1,1,1,4,1,1,3,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,3,1
証拠,しょうこ,ショウコ,4,3,3,3,3,4,3,3,4,2,4,3,2,3,2,4,5,5,4,4,5,5,5,5,4,4,4,5,4,4,4,4,5,5,4,4,2,4,4,4,5,4,4,5,4,4,4,4,4,4,2,4,4,3,3,3,3,3,3,3,4,4,5,3,4,4,4,3,4,4
南,みなみ,ミナミ,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,1,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,5,5,4,4,4,5,3,4,4,3,5,4,4
抑,そもそも,ソモソモ,4,5,4,4,5,4,3,5,4,5,4,4,5,5,5,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,3,3,4,2,4,4,4,5,5,5,2,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,2,5,5
大幅,おおはば,オオハバ,4,2,1,2,4,4,3,4,3,2,2,2,3,2,2,4,2,2,4,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,1,2,3,1,3,3,3,2,4,3,3,3,3,2,1,3,4,3,5,4,3,3,3,3,4,4,2,4,3,4,3,4,3,4
■■■■,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
きり,きり,キリ,4,4,4,3,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,2,2,4,4,4,4,4,4,3,4,4,4,3,4,5,4,3,4,4,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3
底,そこ,ソコ,4,4,4,4,3,4,3,3,3,4,4,4,3,4,4,3,4,5,4,3,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,1,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,5,4,4,4,3,4,4,3,4,4,4,3,4,4
